Bus Number,Service Date,Route/Down/NIS,Date When Service Went Down,Bus Went Down on Service Date,Expected Return Date,Specify Other Reason Here,Current Status for Down Buses,Operations Down Bus Reason 1,Operations Down Bus Reason 2,Operations Down Bus Reason 3,Down Duration,AM Pull-out Route/Down/NIS,AM Pullout Down Bus Reason 1,AM Pullout Down Bus Reason 2,Bus Status Change
2005.0,2023-08-19,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2005.0,2023-08-20,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2005.0,2023-08-21,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2005.0,2023-08-22,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2005.0,2023-08-23,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
2005.0,2023-08-24,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
2005.0,2023-08-25,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2005.0,2023-08-27,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2005.0,2023-08-28,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2005.0,2023-08-29,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,Yes
2005.0,2023-08-31,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2005.0,2023-09-05,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2005.0,2023-09-10,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2006.0,2023-08-09,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,Yes
2006.0,2023-08-10,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,No
2006.0,2023-08-11,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2006.0,2023-08-12,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,No
2006.0,2023-08-13,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2006.0,2023-08-16,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2006.0,2023-08-17,Down,2023-08-17 00:00:00,Yes,2023-08-21 00:00:00,Not Specified,Awaiting Diagnostics,A/C (HVAC) Issues,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2006.0,2023-08-18,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2006.0,2023-08-19,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2006.0,2023-08-20,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,No
2006.0,2023-08-21,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2006.0,2023-08-22,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2006.0,2023-08-23,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2006.0,2023-08-24,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,Yes
2006.0,2023-08-25,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2006.0,2023-08-27,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2006.0,2023-08-28,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2006.0,2023-08-29,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2006.0,2023-08-31,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2006.0,2023-09-05,Not In Service,2023-09-05 00:00:00,Yes,2023-09-06 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),A/C (HVAC) Issues,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,No
2006.0,2023-09-10,Down,2023-09-05 00:00:00,Not Specified,2023-09-12 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),A/C (HVAC) Issues,Not Specified,Not Specified,5.0,Down,A/C (HVAC) Issues,Not Specified,Yes
2007.0,2023-08-09,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,Yes
2007.0,2023-08-10,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2007.0,2023-08-11,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2007.0,2023-08-12,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,No
2007.0,2023-08-13,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2007.0,2023-08-16,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2007.0,2023-08-17,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2007.0,2023-08-18,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,Yes
2007.0,2023-08-19,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
2007.0,2023-08-20,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2007.0,2023-08-21,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
2007.0,2023-08-22,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
2007.0,2023-08-23,Down,2023-08-22 00:00:00,Not Specified,2023-08-25 00:00:00,Not Specified,In Progress,Follow Up,Not Specified,Not Specified,1.0,Down,Follow Up,Not Specified,Yes
2007.0,2023-08-24,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Down,Follow Up,Not Specified,No
2007.0,2023-08-25,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2007.0,2023-08-27,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2007.0,2023-08-28,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2007.0,2023-08-29,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
2007.0,2023-08-31,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
2007.0,2023-09-05,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2007.0,2023-09-10,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2008.0,2023-08-09,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2008.0,2023-08-10,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2008.0,2023-08-11,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
2008.0,2023-08-12,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,Yes
2008.0,2023-08-13,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,Spare,Not Specified,Not Specified,No
2008.0,2023-08-16,WP-AM,None,Not Specified,2023-08-19 00:00:00,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
2008.0,2023-08-17,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
2008.0,2023-08-18,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2008.0,2023-08-19,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
2008.0,2023-08-20,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2008.0,2023-08-21,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
2008.0,2023-08-22,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
2008.0,2023-08-23,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2008.0,2023-08-24,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,Yes
2008.0,2023-08-25,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2008.0,2023-08-27,RS-DP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,RS-DP,Not Specified,Not Specified,Yes
2008.0,2023-08-28,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2008.0,2023-08-29,Spare,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,No
2008.0,2023-08-31,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,Yes
2008.0,2023-09-05,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
2008.0,2023-09-10,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,Yes
2009.0,2023-08-09,Down,2023-08-03 00:00:00,Not Specified,2023-08-08 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Bae Issues/Doesn't Move/Cluster,Not Specified,Not Specified,6.0,Down,Bae Issues/Doesn't Move/Cluster,Not Specified,Yes
2009.0,2023-08-10,Down,2023-08-03 00:00:00,Not Specified,2023-08-08 00:00:00,Not Specified,In Progress,Bae Issues/Doesn't Move/Cluster,Not Specified,Not Specified,7.0,Down,Not Specified,Not Specified,Yes
2009.0,2023-08-11,Down,2023-08-03 00:00:00,Not Specified,2023-08-15 00:00:00,BAE/WONT START,Going to/At/On-site Vendor (i.e. Cummins),Not Specified,Not Specified,Not Specified,8.0,Down,Bae Issues/Doesn't Move/Cluster,Not Specified,Yes
2009.0,2023-08-13,Down,2023-08-03 00:00:00,Not Specified,2023-08-15 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Bae Issues/Doesn't Move/Cluster,Not Specified,Not Specified,10.0,Down,Bae Issues/Doesn't Move/Cluster,Not Specified,Yes
2009.0,2023-08-16,Down,2023-08-03 00:00:00,Not Specified,2023-08-19 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Bae Issues/Doesn't Move/Cluster,Not Specified,Not Specified,13.0,Down,Bae Issues/Doesn't Move/Cluster,Not Specified,Yes
2009.0,2023-08-17,Down,2023-08-03 00:00:00,Not Specified,2023-08-21 00:00:00,Not Specified,Going to Vendor,Bae Issues/Doesn't Move/Cluster,Not Specified,Not Specified,14.0,Down,Bae Issues/Doesn't Move/Cluster,Not Specified,Yes
2009.0,2023-08-18,Down,2023-08-03 00:00:00,Yes,2023-08-03 00:00:00,Not Specified,Going to Vendor,Bae Issues/Doesn't Move/Cluster,Not Specified,Not Specified,15.0,Down,Bae Issues/Doesn't Move/Cluster,Not Specified,Yes
2009.0,2023-08-19,Down,2023-08-03 00:00:00,Yes,2023-08-21 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Bae Issues/Doesn't Move/Cluster,Not Specified,Not Specified,16.0,Down,Bae Issues/Doesn't Move/Cluster,Not Specified,Yes
2009.0,2023-08-20,Down,2023-08-03 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to Vendor,Bae Issues/Doesn't Move/Cluster,Not Specified,Not Specified,17.0,Down,Bae Issues/Doesn't Move/Cluster,Not Specified,Yes
2009.0,2023-08-21,Down,2023-08-03 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Bae Issues/Doesn't Move/Cluster,Not Specified,Not Specified,18.0,Down,Bae Issues/Doesn't Move/Cluster,Not Specified,Yes
2009.0,2023-08-22,Down,2023-08-03 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to Vendor,Bae Issues/Doesn't Move/Cluster,Not Specified,Not Specified,19.0,Down,Bae Issues/Doesn't Move/Cluster,Not Specified,Yes
2009.0,2023-08-23,Down,2023-08-03 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to Vendor,Bae Issues/Doesn't Move/Cluster,Not Specified,Not Specified,20.0,Down,Bae Issues/Doesn't Move/Cluster,Not Specified,Yes
2009.0,2023-08-24,Down,2023-08-03 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Bae Issues/Doesn't Move/Cluster,Not Specified,Not Specified,21.0,Down,Bae Issues/Doesn't Move/Cluster,Not Specified,Yes
2009.0,2023-08-25,Down,2023-08-03 00:00:00,Yes,2023-09-01 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Brakes/Brake System,Not Specified,Not Specified,22.0,Down,Bae Issues/Doesn't Move/Cluster,Not Specified,Yes
2009.0,2023-08-27,Down,2023-08-03 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to Vendor,Bae Issues/Doesn't Move/Cluster,Not Specified,Not Specified,24.0,Down,Bae Issues/Doesn't Move/Cluster,Not Specified,Yes
2009.0,2023-08-28,Down,2023-08-03 00:00:00,Not Specified,2023-08-31 00:00:00,Not Specified,Going to Vendor,Bae Issues/Doesn't Move/Cluster,Not Specified,Not Specified,25.0,Down,Doesn'T Move,Not Specified,Yes
2009.0,2023-08-29,Down,2023-08-03 00:00:00,Not Specified,2023-09-30 00:00:00,Not Specified,Going to Vendor,Bae Issues/Doesn't Move/Cluster,Not Specified,Not Specified,26.0,Down,Bae Issues/Doesn't Move/Cluster,Not Specified,Yes
2009.0,2023-08-31,Down,2023-08-03 00:00:00,Not Specified,2023-09-30 00:00:00,Not Specified,Going to/At/On-site Vendor (i.e. Cummins),Bae Issues/Doesn't Move/Cluster,Not Specified,Not Specified,28.0,Down,Bae Issues/Doesn't Move/Cluster,Not Specified,Yes
2009.0,2023-09-05,Down,2023-08-03 00:00:00,Not Specified,2023-10-01 00:00:00,Not Specified,Going to Vendor,Bae Issues/Doesn't Move/Cluster,Not Specified,Not Specified,33.0,Down,Bae Issues/Doesn't Move/Cluster,Not Specified,Yes
2009.0,2023-09-10,Down,2023-08-03 00:00:00,Not Specified,2023-09-30 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),Bae Issues/Doesn't Move/Cluster,Not Specified,Not Specified,38.0,Down,Bae Issues/Doesn't Move/Cluster,Not Specified,Yes
2010.0,2023-08-09,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
2010.0,2023-08-10,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,WP-AM,Not Specified,Not Specified,Yes
2010.0,2023-08-11,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2010.0,2023-08-12,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2010.0,2023-08-13,WP-AM,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,No
2010.0,2023-08-16,Not In Service,2023-08-16 00:00:00,Yes,2023-08-17 00:00:00,Not Specified,Awaiting Service/Parts (incl. Proterra),A/C (HVAC) Issues,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,No
2010.0,2023-08-17,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2010.0,2023-08-18,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2010.0,2023-08-19,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2010.0,2023-08-20,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,Yes
2010.0,2023-08-21,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2010.0,2023-08-22,NMS,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,NMS,Not Specified,Not Specified,Yes
2010.0,2023-08-23,EM-LP,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,EM-LP,Not Specified,Not Specified,Yes
2010.0,2023-08-24,CH-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,CH-US,Not Specified,Not Specified,Yes
2010.0,2023-08-25,GT-US,None,Not Specified,None,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0.0,GT-US,Not Specified,Not Specified,Yes
